last_name,first_name,years_lived,position_type,position_department,position_years,source,Column 8
Strugstad,Oscar Sigvald Julius,1851-1919,str,FD,1903-1905,"Strugstad, Oscar Sigvald Julius (1851-1919)str FD 1903-1905",
Strøm-Erichsen,Anne-Grete,1949-,str,FD,2005-2009,"Strøm-Erichsen, Anne-Grete (1949-) str FD 2005-2009, str HOD 2009-2012, str FD 2012-2013",
Strøm-Erichsen,Anne-Grete,1949-,str,HOD,2009-2012,"Strøm-Erichsen, Anne-Grete (1949-) str FD 2005-2009, str HOD 2009-2012, str FD 2012-2013",
Strøm-Erichsen,Anne-Grete,1949-,str,FD,2012-2013,"Strøm-Erichsen, Anne-Grete (1949-) str FD 2005-2009, str HOD 2009-2012, str FD 2012-2013",
Strømme,Ole Nikolai Ingebrigtsen,1876-1936,str,SOS,1933,"Strømme, Ole Nikolai Ingebrigtsen (1876-1936) str SOS 1933",
Strømmen,Wegger Christian,1959-,stsekr,UD (u),1999-2000,"Strømmen, Wegger Christian (1959-) stsekr UD (u) 1999-2000",
Stub,Ingvild Næss,1978-,stsekr,UD,2013,"Stub, Ingvild Næss (1978-)stsekr UD 2013, stsekr UD (EØS-EU) 2013-",
Stub,Ingvild Næss,1978-,stsekr,UD (EØS-EU),2013-,"Stub, Ingvild Næss (1978-)stsekr UD 2013, stsekr UD (EØS-EU) 2013-",
Stub,Sverre,1946-,pers sekr,HSD,1981-1983,"Stub, Sverre (1946-) pers sekr HSD 1981-1983",
Stubholt,Liv Monica Bargem,1961-,stsekr,UD (u),2005-2007,"Stubholt, Liv Monica Bargem (1961-)stsekr UD (u) 2005-2007, stsekr OED 2007-2008, stsekr OED 2008-2009",
Stubholt,Liv Monica Bargem,1961-,stsekr,OED,2007-2008,"Stubholt, Liv Monica Bargem (1961-)stsekr UD (u) 2005-2007, stsekr OED 2007-2008, stsekr OED 2008-2009",
Stubholt,Liv Monica Bargem,1961-,stsekr,OED,2008-2009,"Stubholt, Liv Monica Bargem (1961-)stsekr UD (u) 2005-2007, stsekr OED 2007-2008, stsekr OED 2008-2009",
Stuevold-Hansen,Birger,1870-1933,str,ProvD,1917-1919,"Stuevold-Hansen, Birger (1870-1933) str ProvD 1917-1919, str HD 1919-1920",
Stuevold-Hansen,Birger,1870-1933,str,HD,1919-1920,"Stuevold-Hansen, Birger (1870-1933) str ProvD 1917-1919, str HD 1919-1920",
Stuve,Lars Fredrik,1954-,pers sekr,LD,1990,"Stuve, Lars Fredrik (1954-) pers sekr LD 1990",
Støle,Reidun Ann,1966-,pol rådg,FID,1997-2000,"Støle, Reidun Ann (1966-) pol rådg FID 1997-2000",
Støre,Jonas Gahr,1960-,stsekr,SMK,2000-2001,"Støre, Jonas Gahr (1960-) stsekr SMK 2000-2001, um 2005-2012, str HOD 2012-2013",
Støre,Jonas Gahr,1960-,um,,2005,"Støre, Jonas Gahr (1960-) stsekr SMK 2000-2001, um 2005-2012, str HOD 2012-2013",
Støre,Jonas Gahr,1960-,str,HOD,2012-2013,"Støre, Jonas Gahr (1960-) stsekr SMK 2000-2001, um 2005-2012, str HOD 2012-2013",
Størvold,Guri,1976-,pol rådg,KRD,1999-2000,"Størvold, Guri (1976-) pol rådg KRD 1999-2000, stsekr KRD 2005-2007, stsekr OED 2007-2008, dep kst stsekr SD 2008-2009,stsekr KRD 2009-2012",
Størvold,Guri,1976-,stsekr,KRD,2005-2007,"Størvold, Guri (1976-) pol rådg KRD 1999-2000, stsekr KRD 2005-2007, stsekr OED 2007-2008, dep kst stsekr SD 2008-2009,stsekr KRD 2009-2012",
Størvold,Guri,1976-,stsekr,OED,2007-2008,"Størvold, Guri (1976-) pol rådg KRD 1999-2000, stsekr KRD 2005-2007, stsekr OED 2007-2008, dep kst stsekr SD 2008-2009,stsekr KRD 2009-2012",
Størvold,Guri,1976-,dep kst stsekr,SD,2008-2009,"Størvold, Guri (1976-) pol rådg KRD 1999-2000, stsekr KRD 2005-2007, stsekr OED 2007-2008, dep kst stsekr SD 2008-2009,stsekr KRD 2009-2012",
Størvold,Guri,1976-,stsekr,KRD,2009-2012,"Størvold, Guri (1976-) pol rådg KRD 1999-2000, stsekr KRD 2005-2007, stsekr OED 2007-2008, dep kst stsekr SD 2008-2009,stsekr KRD 2009-2012",
Støstad,Jan-Erik,1953-,stsekr,ASD,2005,"Støstad, Jan-Erik (1953-) stsekr ASD 2005, stsekr AID 2006-2008,stsekr AID 2008-2009, stsekr AID 2009,stsekr AID (arb) 2009, stsekr AD 2010-2012,stsekr AD 2012",
Støstad,Jan-Erik,1953-,stsekr,AID,2006-2008,"Støstad, Jan-Erik (1953-) stsekr ASD 2005, stsekr AID 2006-2008,stsekr AID 2008-2009, stsekr AID 2009,stsekr AID (arb) 2009, stsekr AD 2010-2012,stsekr AD 2012",
Støstad,Jan-Erik,1953-,stsekr,AID,2008-2009,"Støstad, Jan-Erik (1953-) stsekr ASD 2005, stsekr AID 2006-2008,stsekr AID 2008-2009, stsekr AID 2009,stsekr AID (arb) 2009, stsekr AD 2010-2012,stsekr AD 2012",
Støstad,Jan-Erik,1953-,stsekr,AID,2009,"Støstad, Jan-Erik (1953-) stsekr ASD 2005, stsekr AID 2006-2008,stsekr AID 2008-2009, stsekr AID 2009,stsekr AID (arb) 2009, stsekr AD 2010-2012,stsekr AD 2012",
Støstad,Jan-Erik,1953-,stsekr,AID (arb),2009,"Støstad, Jan-Erik (1953-) stsekr ASD 2005, stsekr AID 2006-2008,stsekr AID 2008-2009, stsekr AID 2009,stsekr AID (arb) 2009, stsekr AD 2010-2012,stsekr AD 2012",
Støstad,Jan-Erik,1953-,stsekr,AD,2010-2012,"Støstad, Jan-Erik (1953-) stsekr ASD 2005, stsekr AID 2006-2008,stsekr AID 2008-2009, stsekr AID 2009,stsekr AID (arb) 2009, stsekr AD 2010-2012,stsekr AD 2012",
Støstad,Jan-Erik,1953-,stsekr,AD,2012,"Støstad, Jan-Erik (1953-) stsekr ASD 2005, stsekr AID 2006-2008,stsekr AID 2008-2009, stsekr AID 2009,stsekr AID (arb) 2009, stsekr AD 2010-2012,stsekr AD 2012",
Støstad,Sverre Kornelius Eilertsen,1887-1959,str,SOS,1939-1945,"Støstad, Sverre Kornelius Eilertsen (1887-1959) str SOS 1939-1945, også kst sjef for KUD 1940,medl regj del 1945 - sjef for FGD",
Støstad,Sverre Kornelius Eilertsen,1887-1959,også kst sjef for,KUD,1940,"Støstad, Sverre Kornelius Eilertsen (1887-1959) str SOS 1939-1945, også kst sjef for KUD 1940,medl regj del 1945 - sjef for FGD",
Støstad,Sverre Kornelius Eilertsen,1887-1959,medl regj del 1945 - sjef for,FGD,,"Støstad, Sverre Kornelius Eilertsen (1887-1959) str SOS 1939-1945, også kst sjef for KUD 1940,medl regj del 1945 - sjef for FGD",
Støylen,André,1968-,stsekr,MD,2001-2002,"Støylen, André (1968-) stsekr MD 2001-2002",
error,,,,,,"Staalesen, Benedicte (1983)pol rådg SMK og UD (EØS-EU) 2013-",
Staalesen,Inge,1937-,pers sekr,KAD,1979,"Staalesen, Inge (1937-) pers sekr KAD 1979, pers sekr SOS 1979-1981, pers sekr SOS 1981",
Staalesen,Inge,1937-,pers sekr,SOS,1979-1981,"Staalesen, Inge (1937-) pers sekr KAD 1979, pers sekr SOS 1979-1981, pers sekr SOS 1981",
Staalesen,Inge,1937-,pers sekr,SOS,1981,"Staalesen, Inge (1937-) pers sekr KAD 1979, pers sekr SOS 1979-1981, pers sekr SOS 1981",
Stålsett,Gunnar Johan,1935-,stsekr,KUD,1972-1973,"Stålsett, Gunnar Johan (1935-) stsekr KUD 1972-1973",
Sund,Eirin Kristin,1967-,pol rådg,MD,1996-1997,"Sund, Eirin Kristin (1967-) pol rådg MD 1996-1997, stsekr SD 2000-2001",
Sund,Eirin Kristin,1967-,stsekr,SD,2000-2001,"Sund, Eirin Kristin (1967-) pol rådg MD 1996-1997, stsekr SD 2000-2001",
Sundby,Jan Erik,1955-,stsekr,LD,1997-2000,"Sundby, Jan Erik (1955-) stsekr LD 1997-2000",
Sundby,Jon,1883-1972,str,LD,1931-1932,"Sundby, Jon (1883-1972) str LD 1931-1932, også sjef for FIN 1932, str FIN 1932, str FIN 1932-1933",
Sundby,Jon,1883-1972,også sjef for,FIN,1932,"Sundby, Jon (1883-1972) str LD 1931-1932, også sjef for FIN 1932, str FIN 1932, str FIN 1932-1933",
Sundby,Jon,1883-1972,str,FIN,1932,"Sundby, Jon (1883-1972) str LD 1931-1932, også sjef for FIN 1932, str FIN 1932, str FIN 1932-1933",
Sundby,Jon,1883-1972,str,FIN,1932-1933,"Sundby, Jon (1883-1972) str LD 1931-1932, også sjef for FIN 1932, str FIN 1932, str FIN 1932-1933",
Sunde,Arne Toralf,1883-1972,str,JD,1930-1931,"Sunde, Arne Toralf (1883-1972) str JD 1930-1931, str JD 1933-1935, kons str 1940, str ForsD 1940-1942, str SKD 1942-1945",
Sunde,Arne Toralf,1883-1972,str,JD,1933-1935,"Sunde, Arne Toralf (1883-1972) str JD 1930-1931, str JD 1933-1935, kons str 1940, str ForsD 1940-1942, str SKD 1942-1945",
Sunde,Arne Toralf,1883-1972,kons str,,1940,"Sunde, Arne Toralf (1883-1972) str JD 1930-1931, str JD 1933-1935, kons str 1940, str ForsD 1940-1942, str SKD 1942-1945",
Sunde,Arne Toralf,1883-1972,str,ForsD,1940-1942,"Sunde, Arne Toralf (1883-1972) str JD 1930-1931, str JD 1933-1935, kons str 1940, str ForsD 1940-1942, str SKD 1942-1945",
Sunde,Arne Toralf,1883-1972,str,SKD,1942-1945,"Sunde, Arne Toralf (1883-1972) str JD 1930-1931, str JD 1933-1935, kons str 1940, str ForsD 1940-1942, str SKD 1942-1945",
Sunde,Elias,1851-1910,str,FIN,1898-1900,"Sunde, Elias (1851-1910) str FIN 1898-1900, str S 1900, str FIN 1901-1902, str FIN 1902-1903, str S 1903",
Sunde,Elias,1851-1910,str,S,1900,"Sunde, Elias (1851-1910) str FIN 1898-1900, str S 1900, str FIN 1901-1902, str FIN 1902-1903, str S 1903",
Sunde,Elias,1851-1910,str,FIN,1901-1902,"Sunde, Elias (1851-1910) str FIN 1898-1900, str S 1900, str FIN 1901-1902, str FIN 1902-1903, str S 1903",
Sunde,Elias,1851-1910,str,FIN,1902-1903,"Sunde, Elias (1851-1910) str FIN 1898-1900, str S 1900, str FIN 1901-1902, str FIN 1902-1903, str S 1903",
Sunde,Elias,1851-1910,str,S,1903,"Sunde, Elias (1851-1910) str FIN 1898-1900, str S 1900, str FIN 1901-1902, str FIN 1902-1903, str S 1903",
Sundsbø,Dagfinn,1946-,stsekr,HOD,2008-2009,"Sundsbø, Dagfinn (1946-)stsekr HOD 2008-2009, stsekr SMK 2009-2012",
Sundsbø,Dagfinn,1946-,stsekr,SMK,2009-2012,"Sundsbø, Dagfinn (1946-)stsekr HOD 2008-2009, stsekr SMK 2009-2012",
Sundsbø,Svein,1943-,pers sekr,LD,1973,"Sundsbø, Svein (1943-) pers sekr LD 1973, pers rådg SD 1984, str LD 1985-1986,pol rådg OED 2013",
Sundsbø,Svein,1943-,pers rådg,SD,1984,"Sundsbø, Svein (1943-) pers sekr LD 1973, pers rådg SD 1984, str LD 1985-1986,pol rådg OED 2013",
Sundsbø,Svein,1943-,str,LD,1985-1986,"Sundsbø, Svein (1943-) pers sekr LD 1973, pers rådg SD 1984, str LD 1985-1986,pol rådg OED 2013",
Sundsbø,Svein,1943-,pol rådg,OED,2013,"Sundsbø, Svein (1943-) pers sekr LD 1973, pers rådg SD 1984, str LD 1985-1986,pol rådg OED 2013",
Sundt,Egil Kaare,1903-1950,rm,FIN,1945,"Sundt, Egil Kaare (1903-1950) rm FIN 1945",
error,,,,,,"Sundtoft (Kristine) Tine (1967-)str MD, FIN og UD 2013, str KLD 2014-",
Surlien,Rakel,1944-,str,MD,1983-1986,"Surlien, Rakel (1944-) str MD 1983-1986",
Svartdal,Olav,1931-,stsekr,KUD,1981-1983,"Svartdal, Olav (1931-) stsekr KUD 1981-1983",
Svedman,Sven Erik,1946-,stsekr,UD (hs),1989-1990,"Svedman, Sven Erik (1946-) stsekr UD (hs) 1989-1990",
Sveen,Halvard Nonslid,1939-,stsekr,FIN,1985-1986,"Sveen, Halvard Nonslid (1939-) stsekr FIN 1985-1986",
Svegården,Janne Kristin,1957-,pers sekr,DUH,1987-1988,"Svegården, Janne Kristin (1957-) pers sekr DUH 1987-1988",
Svennevig,Tormod Petter,1929-,stsekr,UD,1972-1973,"Svennevig, Tormod Petter (1929-) stsekr UD 1972-1973",
Svensson,Trygve,1978-,stsekr,NHD,2013,"Svensson, Trygve (1978-)stsekr NHD 2013",
Sverdrup,Georg,1770-1850,error,,,"Sverdrup, Georg (1770-1850) professor",
Sverdrup,Jacob Liv Rosted,1845-1899,str,S,1884-1885,"Sverdrup, Jacob Liv Rosted (1845-1899) str S 1884-1885, str KUD 1885-1886, også sjef for RevD 1886, str RevD 1886-1888, også sjef for KUD 1888, str KUD 1888-1889, str KUD 1895-1898",
Sverdrup,Jacob Liv Rosted,1845-1899,str,KUD,1885-1886,"Sverdrup, Jacob Liv Rosted (1845-1899) str S 1884-1885, str KUD 1885-1886, også sjef for RevD 1886, str RevD 1886-1888, også sjef for KUD 1888, str KUD 1888-1889, str KUD 1895-1898",
Sverdrup,Jacob Liv Rosted,1845-1899,også sjef for,RevD,1886,"Sverdrup, Jacob Liv Rosted (1845-1899) str S 1884-1885, str KUD 1885-1886, også sjef for RevD 1886, str RevD 1886-1888, også sjef for KUD 1888, str KUD 1888-1889, str KUD 1895-1898",
Sverdrup,Jacob Liv Rosted,1845-1899,str,RevD,1886-1888,"Sverdrup, Jacob Liv Rosted (1845-1899) str S 1884-1885, str KUD 1885-1886, også sjef for RevD 1886, str RevD 1886-1888, også sjef for KUD 1888, str KUD 1888-1889, str KUD 1895-1898",
Sverdrup,Jacob Liv Rosted,1845-1899,også sjef for,KUD,1888,"Sverdrup, Jacob Liv Rosted (1845-1899) str S 1884-1885, str KUD 1885-1886, også sjef for RevD 1886, str RevD 1886-1888, også sjef for KUD 1888, str KUD 1888-1889, str KUD 1895-1898",
Sverdrup,Jacob Liv Rosted,1845-1899,str,KUD,1888-1889,"Sverdrup, Jacob Liv Rosted (1845-1899) str S 1884-1885, str KUD 1885-1886, også sjef for RevD 1886, str RevD 1886-1888, også sjef for KUD 1888, str KUD 1888-1889, str KUD 1895-1898",
Sverdrup,Jacob Liv Rosted,1845-1899,str,KUD,1895-1898,"Sverdrup, Jacob Liv Rosted (1845-1899) str S 1884-1885, str KUD 1885-1886, også sjef for RevD 1886, str RevD 1886-1888, også sjef for KUD 1888, str KUD 1888-1889, str KUD 1895-1898",
Sverdrup,Johan,1816-1892,stm,,1884,"Sverdrup, Johan (1816-1892) stm 1884-1889, også sjef for MarD og RevD 1884, også sjef for MarD 1884-1885, også sjef for MarD og ArmD 1885, også sjef for FD 1885-1889",
Sverdrup,Johan,1816-1892,også sjef for,MarD og RevD,1884,"Sverdrup, Johan (1816-1892) stm 1884-1889, også sjef for MarD og RevD 1884, også sjef for MarD 1884-1885, også sjef for MarD og ArmD 1885, også sjef for FD 1885-1889",
Sverdrup,Johan,1816-1892,også sjef for,MarD,1884-1885,"Sverdrup, Johan (1816-1892) stm 1884-1889, også sjef for MarD og RevD 1884, også sjef for MarD 1884-1885, også sjef for MarD og ArmD 1885, også sjef for FD 1885-1889",
Sverdrup,Johan,1816-1892,også sjef for,ArmD og MarD,1885,"Sverdrup, Johan (1816-1892) stm 1884-1889, også sjef for MarD og RevD 1884, også sjef for MarD 1884-1885, også sjef for MarD og ArmD 1885, også sjef for FD 1885-1889",
Sverdrup,Johan,1816-1892,også sjef for,FD,1885-1889,"Sverdrup, Johan (1816-1892) stm 1884-1889, også sjef for MarD og RevD 1884, også sjef for MarD 1884-1885, også sjef for MarD og ArmD 1885, også sjef for FD 1885-1889",
Svingen,Annelene,1969-,pol rådg,NHD,2005-2006,"Svingen, Annelene (1969-) pol rådg NHD 2005-2006, pol rådg NHD 2006-2008, kst stsekr NHD 2008, kst stsekr NHD 2008",
Svingen,Annelene,1969-,pol rådg,NHD,2006-2008,"Svingen, Annelene (1969-) pol rådg NHD 2005-2006, pol rådg NHD 2006-2008, kst stsekr NHD 2008, kst stsekr NHD 2008",
Svingen,Annelene,1969-,kst stsekr,NHD,2008,"Svingen, Annelene (1969-) pol rådg NHD 2005-2006, pol rådg NHD 2006-2008, kst stsekr NHD 2008, kst stsekr NHD 2008",
Svingen,Annelene,1969-,kst stsekr,NHD,2008,"Svingen, Annelene (1969-) pol rådg NHD 2005-2006, pol rådg NHD 2006-2008, kst stsekr NHD 2008, kst stsekr NHD 2008",
Sydnes,Anne Kristin,1956-,str,UD (utv),2000-2001,"Sydnes, Anne Kristin (1956-) str UD (utv) 2000-2001",
Sylow,Thomas Edvard von Westen,1792-1875,str,ArmD,1848-1852,"Sylow, Thomas Edvard von Westen (1792-1875) str ArmD 1848-1852, str S 1851-1852, str int 1852, str ArmD 1852-1853, str S 1853-1854",
Sylow,Thomas Edvard von Westen,1792-1875,str,S,1851-1852,"Sylow, Thomas Edvard von Westen (1792-1875) str ArmD 1848-1852, str S 1851-1852, str int 1852, str ArmD 1852-1853, str S 1853-1854",
Sylow,Thomas Edvard von Westen,1792-1875,str int,,1852,"Sylow, Thomas Edvard von Westen (1792-1875) str ArmD 1848-1852, str S 1851-1852, str int 1852, str ArmD 1852-1853, str S 1853-1854",
Sylow,Thomas Edvard von Westen,1792-1875,str,ArmD,1852-1853,"Sylow, Thomas Edvard von Westen (1792-1875) str ArmD 1848-1852, str S 1851-1852, str int 1852, str ArmD 1852-1853, str S 1853-1854",
Sylow,Thomas Edvard von Westen,1792-1875,str,S,1853-1854,"Sylow, Thomas Edvard von Westen (1792-1875) str ArmD 1848-1852, str S 1851-1852, str int 1852, str ArmD 1852-1853, str S 1853-1854",
Synnes,Arne,1940-,stsekr,HSD,1983-1986,"Synnes, Arne (1940-) stsekr HSD 1983-1986, stsekr FIN 1997-1999",
Synnes,Arne,1940-,stsekr,FIN,1997-1999,"Synnes, Arne (1940-) stsekr HSD 1983-1986, stsekr FIN 1997-1999",
Synnes,Harald,1931-2012,stsekr,SMK,1972-1973,"Synnes, Harald (1931-2012) stsekr SMK 1972-1973, stsekr KUD (ki) 1989, stsekr KKD 1990",
Synnes,Harald,1931-2012,stsekr,KUD (ki),1989,"Synnes, Harald (1931-2012) stsekr SMK 1972-1973, stsekr KUD (ki) 1989, stsekr KKD 1990",
Synnes,Harald,1931-2012,stsekr,KKD,1990,"Synnes, Harald (1931-2012) stsekr SMK 1972-1973, stsekr KUD (ki) 1989, stsekr KKD 1990",
Syse,Jan Peder,1930-1997,pers sekr,HSD,1967-1969,"Syse, Jan Peder (1930-1997) pers sekr HSD 1967-1969, stsekr JD 1970-1971, str IND 1983-1985, stm 1989-1990",
Syse,Jan Peder,1930-1997,stsekr,JD,1970-1971,"Syse, Jan Peder (1930-1997) pers sekr HSD 1967-1969, stsekr JD 1970-1971, str IND 1983-1985, stm 1989-1990",
Syse,Jan Peder,1930-1997,str,IND,1983-1985,"Syse, Jan Peder (1930-1997) pers sekr HSD 1967-1969, stsekr JD 1970-1971, str IND 1983-1985, stm 1989-1990",
Syse,Jan Peder,1930-1997,stm,,1989,"Syse, Jan Peder (1930-1997) pers sekr HSD 1967-1969, stsekr JD 1970-1971, str IND 1983-1985, stm 1989-1990",
Syversen,Hans Olav,1966-,pol rådg,JD,1997-1999,"Syversen, Hans Olav (1966-) pol rådg JD 1997-1999, stsekr BFD 2003-2005",
Syversen,Hans Olav,1966-,stsekr,BFD,2003-2005,"Syversen, Hans Olav (1966-) pol rådg JD 1997-1999, stsekr BFD 2003-2005",
Sælen,Ivar Bergersen,1855-1923,str,KUD,1923,"Sælen, Ivar Bergersen (1855-1923) str KUD 1923, str KUD 1923",
Sælen,Ivar Bergersen,1855-1923,str,KUD,1923,"Sælen, Ivar Bergersen (1855-1923) str KUD 1923, str KUD 1923",
Sæter,Margot Kvalvik,1944-,stsekr,KAD,1987-1988,"Sæter, Margot Kvalvik (1944-) stsekr KAD 1987-1988",
Sæter,Odd Jostein,1948-,stsekr,SUtv,1983,"Sæter, Odd Jostein (1948-) stsekr SUtv 1983, stsekr DUH 1984-1986 stsekr SMK 1997-2000, stsekr SMK 2001-2005",
Sæter,Odd Jostein,1948-,stsekr,DUH,1984-1986 stsekr SMK 1997-2000,"Sæter, Odd Jostein (1948-) stsekr SUtv 1983, stsekr DUH 1984-1986 stsekr SMK 1997-2000, stsekr SMK 2001-2005",
Sæter,Odd Jostein,1948-,stsekr,SMK,2001-2005,"Sæter, Odd Jostein (1948-) stsekr SUtv 1983, stsekr DUH 1984-1986 stsekr SMK 1997-2000, stsekr SMK 2001-2005",
Sæther,Rolf,1922-2001,per sekr,LD,1971-1972,"Sæther, Rolf (1922-2001) per sekr LD 1971-1972",
Sættem,Thor Kleppen,1970-,stsekr,AD,2013,"Sættem, Thor Kleppen (1970-)stsekr AD 2013, stsekr ASD 2014-",
Sættem,Thor Kleppen,1970-,stsekr,ASD,2014-,"Sættem, Thor Kleppen (1970-)stsekr AD 2013, stsekr ASD 2014-",
Søberg,Morten,1969-,stsekr,FIN,2010-2013,"Søberg, Morten (1969-)stsekr FIN 2010-2013",
Søgnen,Astrid Olaug,1951-,stsekr,KUF,1995-1996,"Søgnen, Astrid Olaug (1951-) stsekr KUF 1995-1996, stsekr KUF 1996-1997",
Søgnen,Astrid Olaug,1951-,stsekr,KUF,1996-1997,"Søgnen, Astrid Olaug (1951-) stsekr KUF 1995-1996, stsekr KUF 1996-1997",
Søreide,Ine Marie Eriksen,1976-,str,FD,2013-,"Søreide, Ine Marie Eriksen (1976-)str FD 2013-",
Sørensen,Arnfinn,1924-,pers sekr,KUD,1967-1968,"Sørensen, Arnfinn (1924-) pers sekr KUD 1967-1968, stsekr KUD 1969-1971",
Sørensen,Arnfinn,1924-,stsekr,KUD,1969-1971,"Sørensen, Arnfinn (1924-) pers sekr KUD 1967-1968, stsekr KUD 1969-1971",
Sørensen,Heidi,1970-,stsekr,MD,2007-2012,"Sørensen, Heidi (1970-)stsekr MD 2007-2012, stsekr MD 2012",
Sørensen,Heidi,1970-,stsekr,MD,2012,"Sørensen, Heidi (1970-)stsekr MD 2007-2012, stsekr MD 2012",
Sørenssen,Aimar August,1823-1908,str,JD,1884-1887,"Sørenssen, Aimar August (1823-1908) str JD 1884-1887, str S 1887-1888, str ABD 1888",
Sørenssen,Aimar August,1823-1908,str,S,1887-1888,"Sørenssen, Aimar August (1823-1908) str JD 1884-1887, str S 1887-1888, str ABD 1888",
Sørenssen,Aimar August,1823-1908,str,ABD,1888,"Sørenssen, Aimar August (1823-1908) str JD 1884-1887, str S 1887-1888, str ABD 1888",
Sørenssen,Søren Anton Wilhelm,1793-1853,str,JD,1848-1850,"Sørenssen, Søren Anton Wilhelm (1793-1853) str JD 1848-1850, str S 1850-1851, str JD 1851-1853, str int 1852, str int 1852-1853",
Sørenssen,Søren Anton Wilhelm,1793-1853,str,S,1850-1851,"Sørenssen, Søren Anton Wilhelm (1793-1853) str JD 1848-1850, str S 1850-1851, str JD 1851-1853, str int 1852, str int 1852-1853",
Sørenssen,Søren Anton Wilhelm,1793-1853,str,JD,1851-1853,"Sørenssen, Søren Anton Wilhelm (1793-1853) str JD 1848-1850, str S 1850-1851, str JD 1851-1853, str int 1852, str int 1852-1853",
Sørenssen,Søren Anton Wilhelm,1793-1853,str int,,1852,"Sørenssen, Søren Anton Wilhelm (1793-1853) str JD 1848-1850, str S 1850-1851, str JD 1851-1853, str int 1852, str int 1852-1853",
Sørenssen,Søren Anton Wilhelm,1793-1853,str int,,1852,"Sørenssen, Søren Anton Wilhelm (1793-1853) str JD 1848-1850, str S 1850-1851, str JD 1851-1853, str int 1852, str int 1852-1853",
Sørheim,Ingjald Ørbeck,1937-2010,pers rådg,SMK,1981,"Sørheim, Ingjald Ørbeck (1937-2010) pers rådg SMK 1981",
Tajik,Hadia,1983-,pol rådg,AID,2006-2009,"Tajik, Hadia (1983-)pol rådg AID 2006-2009, vik pol rådg SMK 2008, vik pol rådg JD 2008-2009, str KUD 2012-2013",
Tajik,Hadia,1983-,vik pol rådg,SMK,2008,"Tajik, Hadia (1983-)pol rådg AID 2006-2009, vik pol rådg SMK 2008, vik pol rådg JD 2008-2009, str KUD 2012-2013",
Tajik,Hadia,1983-,vik pol rådg,JD,2008-2009,"Tajik, Hadia (1983-)pol rådg AID 2006-2009, vik pol rådg SMK 2008, vik pol rådg JD 2008-2009, str KUD 2012-2013",
Tajik,Hadia,1983-,str,KUD,2012-2013,"Tajik, Hadia (1983-)pol rådg AID 2006-2009, vik pol rådg SMK 2008, vik pol rådg JD 2008-2009, str KUD 2012-2013",
Tamburstuen,Trygve,1946-,stsekr,OED,1978-1979,"Tamburstuen, Trygve (1946-) stsekr OED 1978-1979, stsekr IND 1979-1981, stsekr IND 1981",
Tamburstuen,Trygve,1946-,stsekr,IND,1979-1981,"Tamburstuen, Trygve (1946-) stsekr OED 1978-1979, stsekr IND 1979-1981, stsekr IND 1981",
Tamburstuen,Trygve,1946-,stsekr,IND,1981,"Tamburstuen, Trygve (1946-) stsekr OED 1978-1979, stsekr IND 1979-1981, stsekr IND 1981",
Tank,Carsten,1766-1832,rr 1.,Dep,1814,"Tank, Carsten (1766-1832) rr 1. Dep. 1814, str 1. Dep 1814",
Tank,Carsten,1766-1832,str 1.,Dep,1814,"Tank, Carsten (1766-1832) rr 1. Dep. 1814, str 1. Dep 1814",
Teigen,Karin,1935-,pers sekr,SMK,1981,"Teigen, Karin (1935-) pers sekr SMK 1981",
Tellefsen,Anne Margrethe,1943-,stsekr,KKD,1990,"Tellefsen, Anne Margrethe (1943-) stsekr KKD 1990, stsekr KD 1991-1992",
Tellefsen,Anne Margrethe,1943-,stsekr,KD,1991-1992,"Tellefsen, Anne Margrethe (1943-) stsekr KKD 1990, stsekr KD 1991-1992",
Therkildsen,Tom,1960-,pol rådg,NOE,1994-1995,"Therkildsen, Tom (1960-) pol rådg NOE 1994-1995, pol rådg FIN 1996-1997, kst stsekr FIN 1997, stsekr SMK 2000-2001",
Therkildsen,Tom,1960-,pol rådg,FIN,1996-1997,"Therkildsen, Tom (1960-) pol rådg NOE 1994-1995, pol rådg FIN 1996-1997, kst stsekr FIN 1997, stsekr SMK 2000-2001",
Therkildsen,Tom,1960-,kst stsekr,FIN,1997,"Therkildsen, Tom (1960-) pol rådg NOE 1994-1995, pol rådg FIN 1996-1997, kst stsekr FIN 1997, stsekr SMK 2000-2001",
Therkildsen,Tom,1960-,stsekr,SMK,2000-2001,"Therkildsen, Tom (1960-) pol rådg NOE 1994-1995, pol rådg FIN 1996-1997, kst stsekr FIN 1997, stsekr SMK 2000-2001",
Thilesen,Georg August,1837-1917,str,ID,1888-1889,"Thilesen, Georg August (1837-1917) str ID 1888-1889, str ID 1898-1899, str S 1899-1900,str FIN 1900",
Thilesen,Georg August,1837-1917,str,ID,1898-1899,"Thilesen, Georg August (1837-1917) str ID 1888-1889, str ID 1898-1899, str S 1899-1900,str FIN 1900",
Thilesen,Georg August,1837-1917,str,S,1899-1900,"Thilesen, Georg August (1837-1917) str ID 1888-1889, str ID 1898-1899, str S 1899-1900,str FIN 1900",
Thilesen,Georg August,1837-1917,str,FIN,1900,"Thilesen, Georg August (1837-1917) str ID 1888-1889, str ID 1898-1899, str S 1899-1900,str FIN 1900",
Thomassen,Petter Johan,1941-2003,str,IND,1985-1986,"Thomassen, Petter Johan (1941-2003) str IND 1985-1986, str ND 1989-1990",
